#0	/Users/bu/bio/proj/learn/python/txt2word/lib/S01E1.srt
#1	/Users/bu/bio/proj/learn/python/txt2word/lib/S01E2.srt
#2	/Users/bu/bio/proj/learn/python/txt2word/lib/S01E3.srt
#3	/Users/bu/bio/proj/learn/python/txt2word/lib/S01E4.srt
#4	/Users/bu/bio/proj/learn/python/txt2word/lib/S01E5.srt
#5	/Users/bu/bio/proj/learn/python/txt2word/lib/S01E6.srt
word           total	0	1	2	3	4	5	example
well           38	2	5	17	3	5	6	Well,listen...
went           13	1	1	2	3	3	3	Went off a few minutes.
were           56	4	6	7	16	8	15	We saw your bandage and that's why we were afraid of.
west           1	1	0	0	0	0	0	18, 2 miles west of Interstate 85
wet            1	0	0	0	1	0	0	- Wet. - You're kidding.
what           195	19	22	42	34	31	47	What do you say to that?
whatever       2	0	1	0	1	0	0	- It wasn't my intention. - Yeah, whatever. Yeehaw.
when           37	7	5	8	3	2	12	You see, this is -- this is when Reverend Shane wants to
whenever       1	1	0	0	0	0	0	lately whenever I try...
where          25	1	9	3	7	3	2	That's where we were heading.
whether        2	0	0	0	0	2	0	whether I like it or not.
which          3	0	0	0	2	1	0	We'll see which side spills more blood.
whichever      1	0	0	0	1	0	0	Whichever direction I go,
while          10	2	2	1	2	2	1	But then after a while...
whim           1	0	0	1	0	0	0	What I did was not on a whim.
white          5	0	2	2	1	0	0	No dumb-as-shit, inbred white-trash fools either.
who            21	4	2	1	8	3	3	I never met a woman who knew how to turn off a light.
whoa           5	0	2	0	2	0	1	Whoa! Not dead!
whoever        2	0	2	0	0	0	0	- No. - Listen, whoever you are,
whole          1	0	0	0	0	1	0	Their roots will gouge the whole boat.
why            52	6	6	8	18	5	9	I don't know why sometimes we guess.
wide           1	0	0	0	0	0	1	facility-wide decontamination will occur.
wife           16	4	1	1	2	3	5	My wife and son.
wildfire       1	0	0	0	0	1	0	It's day 194 since Wildfire was declared
wildly         1	0	0	0	0	0	1	The resurrection times vary wildly.
will           26	5	2	4	7	2	6	後期/特效 WiLL
william        2	1	0	0	1	0	0	William. He said his name today...
willing        2	0	0	1	1	0	0	I'm willing to share my secrets.
wily           1	0	0	1	0	0	0	Being all wily, staying submerged.
win            1	0	0	0	0	0	1	You win.
winding        3	0	0	0	2	1	0	I see you every day, the same time, winding that thing
window         1	0	0	0	0	0	1	We've hit the 30-minute window. I am recording.
windows        2	1	0	0	1	0	0	Get away from the windows.
wine           2	0	0	0	0	0	2	children have a little bit of wine with dinner.
wingman        1	0	1	0	0	0	0	You be my wingman. Jacqui stays here.
winnebago      1	0	0	0	1	0	0	Come on, make your way to the Winnebago!
wipe           1	0	0	0	0	0	1	Ebola strains that could wipe out half the country!
wiring         1	0	0	0	0	0	1	Somewhere in all that organic wiring,
wise           2	1	0	1	0	0	0	- Very wise. - Yes, sir.
wish           1	0	0	0	0	1	0	Wish I could have done it a month ago,
wishing        1	0	0	1	0	0	0	wishing for one of your mama's haircuts.
with           84	13	10	17	23	11	10	- That would be bad. - Yeah, go with the uh...
within         1	0	1	0	0	0	0	Stay within shouting distance.
without        3	0	0	1	0	2	0	Got no power without it. Sorry, Glenn.
withstand      1	0	0	0	0	0	1	Those doors are designed to withstand a rocket launcher.
woefully       1	0	0	0	1	0	0	I told you how it has to be. Are you woefully deaf?
woke           1	1	0	0	0	0	0	I woke up today.
woman          2	2	0	0	0	0	0	I never met a woman who knew how to turn off a light.
women          4	2	0	1	0	1	0	What's the difference between men and women?
wonder         1	1	0	0	0	0	0	Sometimes I wonder if you even care about us at all.
wondered       2	0	0	1	1	0	0	I wondered where that went.
wondering      1	0	1	0	0	0	0	You had me wondering.
woods          1	0	0	0	0	1	0	Last night walkers came out of the woods.
word           5	0	0	2	3	0	0	Word to the wise--
words          3	0	0	3	0	0	0	Words can be meager things.
work           12	1	2	3	4	1	1	Come on, son. You know best how to work this thing,
worked         3	1	1	0	0	0	1	Haven't worked up to it yet.
working        3	1	0	0	0	1	1	Said they were working on how to solve this thing.
works          1	0	0	0	0	1	0	I know how the safety works.
workstations   2	0	0	0	0	0	2	Vi, power down the main screen and the workstations.
world          7	0	1	1	2	1	2	Boy, that hose isn't long for this world, is it?
worried        4	0	0	1	3	0	0	I'm not worried.
worry          3	1	0	1	0	1	0	I don't want you to worry.
worrying       2	0	2	0	0	0	0	worrying about bills
worse          5	0	0	0	1	2	2	No worse than being
worst          1	0	0	0	1	0	0	The worst kind-- plunderers,
worth          9	0	2	3	3	1	0	- All right? It ain't worth it.
would          38	9	5	10	4	6	4	This look and loathing you would not believe.
wound          5	3	0	2	0	0	0	- What? - What kind of wound?
wounded        1	1	0	0	0	0	0	One Lincoln county officer is wounded.
wrapping       1	0	0	0	1	0	0	Wrapping paper, color tissue, anything?
wrath          1	0	0	0	0	0	1	Or the wrath of god?
wrong          11	0	1	2	3	3	2	That is just evil. What is wrong with you?
yard           1	0	0	0	1	0	0	I picked them up from Satan at a yard sale.
yards          1	0	1	0	0	0	0	There's an alley up the street, maybe 50 yards.
yeah           82	14	22	24	10	9	3	- Is that right? - Yeah, baby.
years          4	1	0	0	1	1	1	I haven't done this for years.
yeehaw         1	0	1	0	0	0	0	- It wasn't my intention. - Yeah, whatever. Yeehaw.
yell           1	0	1	0	0	0	0	Something happens, yell down to us,
yelling        1	1	0	0	0	0	0	"Always,always yelling about the power bill,"
yes            19	6	3	7	0	1	2	- Very wise. - Yes, sir.
yesterday      1	0	0	0	0	1	0	If you heard me yesterday, you may be coming here.
yet            4	1	0	2	1	0	0	Haven't worked up to it yet.
you            789	114	112	179	157	103	124	Alright, Reverend Shane's preaching to you now, boy.
young          1	0	0	0	0	0	1	There you are, young lad.
younger        1	1	0	0	0	0	0	He's a little younger... than your boy.
your           142	21	18	32	30	17	24	you've been hearing this your entire　life
yours          6	0	0	2	4	0	0	Now that cube van of yours--
yourself       7	0	0	2	4	1	0	In and out, no problem. You said so yourself.
yuck           1	0	0	0	0	0	1	- Good boy. - Yuck.
yum            1	0	0	1	0	0	0	- No, yum! - No, he's right. Eww.
yyets          6	1	1	1	1	1	1	YYeTs人人影視誠意奉獻
zero           2	0	0	0	0	1	1	The line's pretty clear. Zero tolerance for walkers,
zhanginfo      2	0	1	1	0	0	0	翻譯 憶 zhanginfo
zone           3	0	0	0	0	1	2	That is right. But it's away from the hot zone.
zoning         1	0	1	0	0	0	0	I worked in the city zoning office.
